Rowkey,Sample,Material,Thick,Exposure,Time,Step,Irrad,Pdose,L,a,b,YI,Haze,abs300,abs335,abs345,abs350,abs370,abs400,iad300,iad335,iad345,iad350,iad370,iad400,ftir1716,ftir1409,ftir1341,ftir1251,ftir1093,ftir1017,ftir872,ftir714
sa19604.28-step2,sa19604.28,UVStab,0.005,CyclicQUV,336,2,1.55,48.9104,95.22,-0.17,0.97,1.71,3,134.995844,138.401153,144.455578,150.686266,167.7007579,5.732854722,-1.533918109,-1.1819064,-1.111913,-1.0740488,-0.923832,0.02887381,0.24286269,0.09309869,0.12818669,0.26431369,0.26071869,0.22281069,0.25460569,0.4559767
sa19604.03-step3,sa19604.03,UVStab,0.005,DampHeat,504,3,0,0,95.12,0.02,0.67,1.29,5.6,186.466774,153.482935,155.992648,158.169624,135.3224007,2.648007672,NA,NA,NA,NA,NA,NA,0.22964793,0.09246493,0.12312993,0.29305393,0.30113293,0.24760493,0.27630193,0.5620759
sa19604.04-step3,sa19604.04,UVStab,0.005,DampHeat,504,3,0,0,95.05,0.03,0.69,1.33,6.9,188.363732,153.913058,156.304885,158.636821,135.3935129,2.89597268,NA,NA,NA,NA,NA,NA,0.1448513,0.0628653,0.0816723,0.1837853,0.1958173,0.1688343,0.1879623,0.3610193
sa19604.05-step3,sa19604.05,UVStab,0.005,DampHeat,504,3,0,0,95.05,0.03,0.7,1.34,7.9,174.591992,145.571527,148.262653,150.254795,128.2642936,2.487023788,NA,NA,NA,NA,NA,NA,0.17262132,0.07272332,0.09752532,0.22901632,0.24251732,0.20867032,0.23374232,0.4704103
sa19604.06-step3,sa19604.06,UVStab,0.005,DampHeat,504,3,0,0,95.04,0.02,0.7,1.34,6.8,197.794883,156.710462,159.475212,161.974756,136.0231203,2.888947255,NA,NA,NA,NA,NA,NA,0.0875828,0.0406418,0.0545178,0.1186778,0.1350688,0.1300098,0.1389358,0.2687388
sa19604.07-step3,sa19604.07,UVStab,0.005,DampHeat,504,3,0,0,95.1,0.02,0.66,1.27,6.1,198.085716,158.012404,160.729971,163.598051,138.2866763,2.991910337,NA,NA,NA,NA,NA,NA,0.04514178,0.02475878,0.03154478,0.06976378,0.08315778,0.08620078,0.09055278,0.1788248
sa19604.10-step3,sa19604.10,UVStab,0.005,FreezeThaw,504,3,0,0,95.27,-0.01,0.57,1.06,1.9,217.571321,196.359673,197.179094,202.636471,208.370915,3.180080565,NA,NA,NA,NA,NA,NA,0.1903034,0.0818864,0.1038834,0.2326784,0.2406024,0.1994264,0.2181274,0.4076214
sa19604.11-step3,sa19604.11,UVStab,0.005,FreezeThaw,504,3,0,0,95.22,-0.03,0.6,1.1,2.1,206.228629,190.640679,191.680184,194.479719,200.184718,3.280350231,NA,NA,NA,NA,NA,NA,0.19302372,0.08233072,0.10487772,0.23434972,0.24200372,0.20050472,0.22022772,0.4082217
sa19604.12-step3,sa19604.12,UVStab,0.005,FreezeThaw,504,3,0,0,95.18,-0.01,0.59,1.11,1.8,213.190154,193.07299,194.430903,197.470907,202.9168406,3.267507372,NA,NA,NA,NA,NA,NA,0.19944614,0.08387815,0.10882314,0.25043515,0.26118915,0.21867414,0.24096414,0.4656641
sa19604.13-step3,sa19604.13,UVStab,0.005,FreezeThaw,504,3,0,0,95.23,-0.02,0.59,1.1,1.7,196.296314,182.667474,183.607427,186.695651,191.4048114,3.018482178,NA,NA,NA,NA,NA,NA,0.16666668,0.07275568,0.09298268,0.21461468,0.22609668,0.19302068,0.21237868,0.4135507
sa19604.14-step3,sa19604.14,UVStab,0.005,FreezeThaw,504,3,0,0,95.24,-0.02,0.57,1.06,1.9,220.838551,199.023823,201.334624,204.960017,210.7018993,3.312970705,NA,NA,NA,NA,NA,NA,0.15416564,0.06927964,0.08866164,0.19894064,0.21207064,0.18210164,0.20179264,0.3884156
sa19604.17-step3,sa19604.17,UVStab,0.005,HotQUV,504,3,1.55,110.0484,95.29,-0.42,1.6,2.71,1.5,160.137835,141.198483,147.597756,155.179932,174.5210672,10.41471678,-0.783490053,-0.7552501,-0.7067331,-0.6640493,-0.53941445,0.0606376,0.18079595,0.07798095,0.09315895,0.19086395,0.20023395,0.18258795,0.20292495,0.357713
sa19604.18-step3,sa19604.18,UVStab,0.005,HotQUV,504,3,1.55,110.0484,95.29,-0.42,1.6,2.73,1.5,159.040579,139.143559,146.170959,153.023216,173.0098573,10.4044487,-0.792899541,-0.7695248,-0.7197877,-0.694636,-0.55814861,0.05915152,0.20681496,0.08572696,0.10313596,0.21681696,0.22876896,0.20956096,0.22978496,0.419317
sa19604.19-step3,sa19604.19,UVStab,0.005,HotQUV,504,3,1.55,110.0484,95.33,-0.41,1.62,2.75,1.4,160.501541,141.200103,147.718288,154.908134,174.3377818,10.41164605,-0.852461307,-0.8016197,-0.7555964,-0.729758,-0.60254886,0.05836414,0.24663024,0.10178824,0.12428324,0.25638324,0.25795424,0.22719024,0.24946024,0.4237722
sa19604.20-step3,sa19604.20,UVStab,0.005,HotQUV,504,3,1.55,110.0484,95.3,-0.42,1.63,2.77,1.4,162.772307,141.75373,148.362705,155.871448,176.1715861,10.55278491,-0.734189164,-0.7312417,-0.6840732,-0.6519248,-0.51359483,0.06081865,0.16792657,0.07048057,0.08681657,0.17568957,0.18519157,0.17049657,0.18890357,0.3324296
sa19604.21-step3,sa19604.21,UVStab,0.005,HotQUV,504,3,1.55,110.0484,95.29,-0.41,1.57,2.67,3.3,153.575995,135.699215,142.843487,149.903991,170.5146813,9.864252063,-0.900183935,-0.8432271,-0.794268,-0.7645349,-0.62935837,0.05408132,0.15872461,0.06861161,0.08339261,0.16592161,0.17325461,0.15840061,0.17634361,0.2980656
sa19604.24-step3,sa19604.24,UVStab,0.005,CyclicQUV,504,3,1.55,73.3656,95.16,-0.26,1.24,2.15,4.9,138.772031,128.867539,136.130341,143.996604,165.7259307,7.38650487,-1.027543327,-0.9021449,-0.8507084,-0.8030298,-0.65706461,0.03244493,0.21788642,0.08470642,0.11824942,0.24236042,0.24342842,0.21211242,0.23981042,0.4302544
sa19604.25-step3,sa19604.25,UVStab,0.005,CyclicQUV,504,3,1.55,73.3656,95.25,-0.26,1.16,2,2,132.040006,124.062675,131.900102,139.451689,161.4630403,7.91746414,-1.110160766,-0.9598991,-0.899319,-0.871301,-0.72566292,0.03638186,0.26579164,0.10082464,0.14290364,0.29167964,0.28606064,0.24341664,0.27614164,0.4947986
sa19604.26-step3,sa19604.26,UVStab,0.005,CyclicQUV,504,3,1.55,73.3656,95.22,-0.26,1.19,2.05,1.9,154.684294,141.206623,149.110031,156.90434,179.4326071,7.649732891,-0.879933911,-0.7815237,-0.721325,-0.6835518,-0.53376969,0.03542547,0.22869776,0.08837776,0.12610976,0.25072876,0.25171776,0.21972476,0.24860676,0.4361998
sa19604.27-step3,sa19604.27,UVStab,0.005,CyclicQUV,504,3,1.55,73.3656,95.23,-0.27,1.2,2.07,2,138.528733,131.840592,139.230852,146.497958,166.9812609,7.103461458,-0.985440897,-0.8450091,-0.7819559,-0.7466357,-0.6122649,0.03161498,0.22125851,0.08538151,0.12028851,0.24157751,0.24271151,0.21128251,0.24090551,0.4321985
sa19604.28-step3,sa19604.28,UVStab,0.005,CyclicQUV,504,3,1.55,73.3656,95.26,-0.27,1.15,1.99,1.7,139.82334,131.399963,138.578413,146.692083,167.8001982,7.225563833,-0.978745053,-0.8515568,-0.7946806,-0.7523273,-0.6149844,0.03281332,0.19895356,0.07893156,0.11041656,0.21876856,0.22342656,0.19736156,0.22417456,0.4038416
sa19604.04-step4,sa19604.04,UVStab,0.005,DampHeat,672,4,0,0,94.89,0.04,0.81,1.58,9.3,192.395097,144.933755,147.410149,149.089987,95.0789515,3.00344415,NA,NA,NA,NA,NA,NA,0.15900331,0.06511931,0.08525731,0.19934231,0.21032631,0.18376831,0.20263631,0.4145253
sa19604.05-step4,sa19604.05,UVStab,0.005,DampHeat,672,4,0,0,95.07,0.02,0.73,1.39,7.3,193.904124,144.301854,147.145651,148.995028,93.1193099,2.767258333,NA,NA,NA,NA,NA,NA,0.21051582,0.08336982,0.11076582,0.26143182,0.27158682,0.22909982,0.25339482,0.5191368
sa19604.06-step4,sa19604.06,UVStab,0.005,DampHeat,672,4,0,0,94.94,0.03,0.74,1.44,8.5,194.585776,143.481004,146.266127,147.950435,93.1554795,2.747838852,NA,NA,NA,NA,NA,NA,0.17907008,0.07375108,0.09832708,0.23186308,0.24417108,0.21100308,0.23595308,0.4844821
sa19604.07-step4,sa19604.07,UVStab,0.005,DampHeat,672,4,0,0,94.97,0.04,0.76,1.46,8,193.228415,144.030861,147.10987,149.106172,94.5635594,2.814416638,NA,NA,NA,NA,NA,NA,0.15250361,0.06159861,0.08108261,0.18923361,0.20127561,0.17548861,0.19746261,0.3943566
sa19604.11-step4,sa19604.11,UVStab,0.005,FreezeThaw,672,4,0,0,95.2,0,0.6,1.13,2.8,218.540111,196.849504,198.354068,201.802269,207.5101286,3.341945977,NA,NA,NA,NA,NA,NA,0.22501423,0.09252423,0.12137623,0.27994723,0.28966622,0.23766723,0.26389422,0.5140642
sa19604.12-step4,sa19604.12,UVStab,0.005,FreezeThaw,672,4,0,0,95.15,0.01,0.6,1.14,2.3,221.410665,195.529565,197.930273,201.081476,207.5569479,3.342951719,NA,NA,NA,NA,NA,NA,0.31220534,0.11737634,0.15549034,0.38032534,0.38403634,0.30122234,0.33114934,0.6710143
sa19604.13-step4,sa19604.13,UVStab,0.005,FreezeThaw,672,4,0,0,95.22,0.01,0.57,1.08,2.1,221.350172,197.321465,199.062398,202.783897,208.9122323,3.409023256,NA,NA,NA,NA,NA,NA,0.2300014,0.0915024,0.1210854,0.2892594,0.2990104,0.2458744,0.2695614,0.5339674
sa19604.14-step4,sa19604.14,UVStab,0.005,FreezeThaw,672,4,0,0,95.26,0.01,0.57,1.08,2.1,216.982075,194.953819,196.551224,199.747868,206.0492,3.140229607,NA,NA,NA,NA,NA,NA,0.31322866,0.11720466,0.15601366,0.38036266,0.38459466,0.30145366,0.33086666,0.6614167
sa19604.18-step4,sa19604.18,UVStab,0.005,HotQUV,672,4,1.55,146.7312,95.3,-0.5,2.03,3.46,1.9,161.935355,140.110482,146.49954,153.392805,173.0728641,12.53219694,-0.574946227,-0.5705538,-0.5376014,-0.5184582,-0.41818205,0.05886463,0.18355498,0.08092498,0.09099498,0.19352098,0.20510998,0.18741298,0.20572298,0.362863
sa19604.19-step4,sa19604.19,UVStab,0.005,HotQUV,672,4,1.55,146.7312,95.29,-0.51,2.04,3.48,2,178.781569,151.809824,159.169245,167.238892,189.4197589,10.44178814,-0.514764238,-0.5289076,-0.4886569,-0.4632821,-0.34912521,0.04397853,0.17806732,0.08129932,0.09134232,0.19085132,0.20085632,0.18298332,0.19987032,0.3527423
sa19604.20-step4,sa19604.20,UVStab,0.005,HotQUV,672,4,1.55,146.7312,95.27,-0.52,2.07,3.52,2.1,161.698659,141.587348,148.035474,154.65035,173.2547118,12.74799399,-0.557958983,-0.5495652,-0.515285,-0.4972656,-0.40507515,0.06057474,0.15732293,0.07291893,0.08199993,0.17124293,0.18353893,0.17054693,0.18785493,0.3294449
sa19604.21-step4,sa19604.21,UVStab,0.005,HotQUV,672,4,1.55,146.7312,95.3,-0.5,2.01,3.44,2.4,179.1577,151.447644,157.971348,166.350355,187.6573105,12.4760929,-0.500793946,-0.5250919,-0.4926019,-0.4613162,-0.35518862,0.05836116,0.19740571,0.08515671,0.09759171,0.21025971,0.22106871,0.20265371,0.22080171,0.3928747
sa19604.25-step4,sa19604.25,UVStab,0.005,CyclicQUV,672,4,1.55,97.8208,95.2,-0.3,1.42,2.47,4.5,123.117606,110.486905,118.010752,126.559703,151.2310189,9.560622102,-0.893428364,-0.8124457,-0.7691477,-0.741337,-0.61398029,0.03848482,0.18569923,0.07536723,0.10760223,0.21381623,0.22210123,0.19962823,0.21831723,0.4007852
sa19604.26-step4,sa19604.26,UVStab,0.005,CyclicQUV,672,4,1.55,97.8208,95.21,-0.3,1.42,2.46,3.5,135.935169,124.948984,132.423061,140.412933,163.386017,8.398266833,-0.787729149,-0.6969415,-0.6547185,-0.6250558,-0.50968772,0.0316705,0.31994694,0.11766394,0.16838394,0.35077194,0.32836694,0.26960594,0.30307294,0.5301229
sa19604.27-step4,sa19604.27,UVStab,0.005,CyclicQUV,672,4,1.55,97.8208,95.23,-0.31,1.38,2.39,2,138.472677,127.271009,134.544862,142.809606,165.6298286,8.270540813,-0.739462708,-0.6648994,-0.6184028,-0.5851136,-0.46840893,0.0316651,0.17732706,0.07393606,0.10427106,0.20550106,0.21364406,0.19298006,0.21022506,0.3859511
sa19604.28-step4,sa19604.28,UVStab,0.005,CyclicQUV,672,4,1.55,97.8208,95.23,-0.32,1.42,2.46,2.4,135.207435,123.950168,131.132325,139.460441,162.3381702,8.265617405,-0.765517022,-0.6894393,-0.6467569,-0.6135304,-0.49846302,0.03169815,0.20882865,0.07940965,0.11091465,0.23292165,0.23475265,0.20646165,0.23148465,0.4421977
sa19604.05-step5,sa19604.05,UVStab,0.005,DampHeat,840,5,0,0,94.99,0.03,0.78,1.5,9.5,193.284818,135.531744,137.509915,138.981804,62.4528496,2.596685777,NA,NA,NA,NA,NA,NA,0.0718073,0.0310243,0.0417123,0.1030353,0.1150553,0.1149593,0.1283973,0.2759883
sa19604.06-step5,sa19604.06,UVStab,0.005,DampHeat,840,5,0,0,94.94,0.03,0.79,1.52,10.1,188.040311,132.562621,134.28026,135.712666,61.9590948,2.558011249,NA,NA,NA,NA,NA,NA,0.11384459,0.04700459,0.06159259,0.14308259,0.15429659,0.14126359,0.15854259,0.3215696
sa19604.07-step5,sa19604.07,UVStab,0.005,DampHeat,840,5,0,0,94.92,0,0.83,1.57,9.5,176.592245,129.60824,131.521644,132.987907,61.9778771,2.61586568,NA,NA,NA,NA,NA,NA,0.11549962,0.04718962,0.06259062,0.14701162,0.15966762,0.14786262,0.16572062,0.3445896
sa19604.12-step5,sa19604.12,UVStab,0.005,FreezeThaw,840,5,0,0,95.15,-0.01,0.63,1.17,2.3,208.491392,184.834333,187.458201,191.241772,196.6358617,3.240626264,NA,NA,NA,NA,NA,NA,0.1127587,0.0483557,0.0638247,0.1482017,0.1609957,0.1476287,0.1633397,0.3302917
sa19604.13-step5,sa19604.13,UVStab,0.005,FreezeThaw,840,5,0,0,95.21,-0.01,0.59,1.11,2.4,208.075454,185.90981,188.13056,192.294552,197.4045778,3.364617557,NA,NA,NA,NA,NA,NA,0.11313573,0.04954973,0.06471573,0.15048173,0.16548573,0.15214473,0.16534172,0.3393427
sa19604.14-step5,sa19604.14,UVStab,0.005,FreezeThaw,840,5,0,0,95.19,0,0.59,1.11,2.3,215.957091,191.776464,193.877575,197.583601,203.622267,3.134198823,NA,NA,NA,NA,NA,NA,0.09752662,0.04496962,0.05790662,0.13032162,0.14473562,0.13496562,0.14746362,0.2950366
sa19604.19-step5,sa19604.19,UVStab,0.005,HotQUV,840,5,1.55,183.414,95.18,-0.62,2.43,4.14,1.3,157.384115,140.900701,145.951265,152.737802,170.034748,14.31091702,-0.528473446,-0.4826042,-0.4629919,-0.4496878,-0.38499008,0.05627788,0.23196481,0.09790681,0.10336681,0.22952081,0.23794481,0.21705581,0.23353581,0.4124058
sa19604.20-step5,sa19604.20,UVStab,0.005,HotQUV,840,5,1.55,183.414,95.16,-0.62,2.45,4.17,1.6,159.450022,141.058341,147.733048,153.495732,170.745984,14.43863536,-0.458627085,-0.4425364,-0.4138769,-0.4041076,-0.33773807,0.05767742,0.18549843,0.08206743,0.08719243,0.19197643,0.20386943,0.19287043,0.20893043,0.3652994
sa19604.21-step5,sa19604.21,UVStab,0.005,HotQUV,840,5,1.55,183.414,95.14,-0.6,2.44,4.18,1.9,163.610942,143.288738,149.31422,156.118018,173.8327095,14.35080114,-0.485398359,-0.464557,-0.4412814,-0.4248412,-0.35952465,0.05691011,0.19797538,0.08445237,0.09052638,0.20177738,0.21417738,0.20063738,0.21787138,0.3814374
sa19604.26-step5,sa19604.26,UVStab,0.005,CyclicQUV,840,5,1.55,122.276,94.76,-0.39,1.81,3.15,6.8,127.338117,108.383053,116.54461,125.218516,151.4055904,10.50538224,-0.677055709,-0.6478731,-0.6103464,-0.5828868,-0.47306922,0.0368247,0.15082253,0.05843553,0.08552353,0.17764653,0.18553953,0.16943953,0.18954853,0.3708175
sa19604.27-step5,sa19604.27,UVStab,0.005,CyclicQUV,840,5,1.55,122.276,94.74,-0.39,1.82,3.18,6.3,130.798417,111.319702,119.427245,128.330522,154.168647,10.4415858,-0.633411357,-0.6188884,-0.5771457,-0.5470329,-0.43721519,0.03716893,0.14234723,0.05723523,0.08382323,0.17403723,0.18161823,0.16722923,0.18696223,0.3654482
sa19604.28-step5,sa19604.28,UVStab,0.005,CyclicQUV,840,5,1.55,122.276,94.63,-0.41,1.85,3.21,5.5,137.909852,112.84642,120.596431,129.823635,158.3997826,11.207753,-0.597679649,-0.6120907,-0.5748488,-0.5433656,-0.42024308,0.04139947,0.13687241,0.05294241,0.07588741,0.16366841,0.16616341,0.14736441,0.16122741,0.3206054
sa19604.06-step6,sa19604.06,UVStab,0.005,DampHeat,1008,6,0,0,94.81,-0.01,0.97,1.83,12,195.295119,133.606672,134.707176,134.553718,47.3102925,3.275201948,NA,NA,NA,NA,NA,NA,0.15866987,0.06778887,0.09158087,0.21408587,0.22797387,0.20109587,0.22845887,0.4657769
sa19604.07-step6,sa19604.07,UVStab,0.005,DampHeat,1008,6,0,0,94.88,-0.02,0.94,1.77,11,193.370895,133.495538,135.04719,134.479622,47.3896367,3.290129317,NA,NA,NA,NA,NA,NA,0.1581931,0.0645741,0.0869441,0.2051891,0.2177511,0.1934911,0.2163831,0.4457351
sa19604.13-step6,sa19604.13,UVStab,0.005,FreezeThaw,1008,6,0,0,95.19,0.03,0.54,1.04,2.6,205.732827,181.513815,183.211903,186.40515,191.6552588,2.882366578,NA,NA,NA,NA,NA,NA,0.19386713,0.08134812,0.10466512,0.23842113,0.24645712,0.20378812,0.22773713,0.4256341
sa19604.14-step6,sa19604.14,UVStab,0.005,FreezeThaw,1008,6,0,0,95.21,0.04,0.54,1.06,2.3,210.13683,184.363508,186.16333,189.62748,195.475852,2.721739026,NA,NA,NA,NA,NA,NA,0.18806462,0.07830662,0.10357562,0.23945062,0.24953162,0.21066062,0.23503162,0.4569426
sa19604.20-step6,sa19604.20,UVStab,0.005,HotQUV,1008,6,1.55,220.0968,95.02,-0.7,2.81,4.8,2,214.180549,169.376238,174.807055,183.652445,205.2869873,17.28933631,-0.133523527,-0.2401192,-0.2218879,-0.1997407,-0.12451289,0.06101655,0.25150862,0.11937762,0.11486362,0.25893462,0.26101162,0.24401462,0.26463162,0.4594366
sa19604.21-step6,sa19604.21,UVStab,0.005,HotQUV,1008,6,1.55,220.0968,95.06,-0.72,2.9,4.94,4.3,166.285492,144.683767,149.321092,154.809082,170.885528,16.67274015,-0.392346935,-0.3807926,-0.3677033,-0.3599814,-0.31299426,0.05797472,0.22173017,0.10896917,0.10484517,0.23223417,0.23876517,0.22705717,0.24496217,0.4253642
sa19604.27-step6,sa19604.27,UVStab,0.005,CyclicQUV,1008,6,1.55,146.7312,93.84,-0.58,2.23,3.83,15.2,140.100783,106.368643,114.618808,123.601156,152.6965199,13.49834052,-0.485577912,-0.5382352,-0.5028017,-0.4773485,-0.37103453,0.04486234,0.11338025,0.04366625,0.06411425,0.13422325,0.13642225,0.12376125,0.13742725,0.2668473
sa19604.28-step6,sa19604.28,UVStab,0.005,CyclicQUV,1008,6,1.55,146.7312,93.01,-0.57,2.42,4.24,18.5,130.728624,101.184211,108.31822,116.859673,142.4051624,14.1827146,-0.53069396,-0.5630623,-0.5348262,-0.5117059,-0.42287341,0.04801617,0.10794016,0.03996216,0.05901916,0.12909816,0.12797416,0.11197416,0.11828516,0.2396642
