Rowkey,Sample,Material,Thick,Exposure,Time,Step,Irrad,Pdose,L,a,b,YI,Haze,abs300,abs335,abs345,abs350,abs370,abs400,iad300,iad335,iad345,iad350,iad370,iad400,ftir1716,ftir1409,ftir1341,ftir1251,ftir1093,ftir1017,ftir872,ftir714
sa19601.04-step3,sa19601.04,HydStab,0.0125,DampHeat,504,3,0,0,95.04,-0.01,0.81,1.52,2.8,111.359669,7.005336,5.449719,4.947467,2.6876152,1.042648012,NA,NA,NA,NA,NA,NA,0.46922592,0.15743692,0.18297292,0.52731992,0.50197592,0.35210192,0.37622692,0.8318099
sa19601.05-step3,sa19601.05,HydStab,0.0125,DampHeat,504,3,0,0,94.97,-0.01,0.85,1.61,3.5,83.784747,6.76782,5.282635,4.696309,2.4320363,0.813995995,NA,NA,NA,NA,NA,NA,0.31310638,0.11913238,0.13900339,0.37371739,0.37462538,0.28871938,0.30677539,0.6809274
sa19601.06-step3,sa19601.06,HydStab,0.0125,DampHeat,504,3,0,0,95.02,0,0.83,1.57,3.1,88.708349,6.827835,5.269279,4.637459,2.4313292,0.806920195,NA,NA,NA,NA,NA,NA,0.21500424,0.08908824,0.10486924,0.25982824,0.26950524,0.22269424,0.23357524,0.4802812
sa19601.07-step3,sa19601.07,HydStab,0.0125,DampHeat,504,3,0,0,95.03,-0.02,0.81,1.52,2.3,110.080695,7.216649,5.534444,4.953946,2.7030994,1.011704378,NA,NA,NA,NA,NA,NA,0.1774774,0.0782774,0.0904854,0.2214784,0.2342634,0.1994574,0.2078744,0.4343914
sa19601.10-step3,sa19601.10,HydStab,0.0125,FreezeThaw,504,3,0,0,95.05,-0.01,0.79,1.49,1.7,112.512296,6.344326,5.095735,4.530859,2.5318399,0.968216905,NA,NA,NA,NA,NA,NA,0.45503268,0.15609168,0.17867368,0.50939968,0.49174768,0.34866668,0.37631468,0.8318377
sa19601.11-step3,sa19601.11,HydStab,0.0125,FreezeThaw,504,3,0,0,95.07,-0.01,0.8,1.51,1.6,119.186186,6.518167,5.240565,4.596279,2.6148587,0.981550815,NA,NA,NA,NA,NA,NA,0.43788553,0.15344653,0.17249354,0.49383254,0.47540654,0.33986153,0.36717454,0.8139905
sa19601.12-step3,sa19601.12,HydStab,0.0125,FreezeThaw,504,3,0,0,95.05,-0.01,0.8,1.51,1.9,113.5245,6.470164,5.013264,4.529166,2.5410207,0.953748466,NA,NA,NA,NA,NA,NA,0.18496835,0.08254535,0.09279435,0.22332935,0.23302035,0.19641135,0.20681335,0.4092704
sa19601.13-step3,sa19601.13,HydStab,0.0125,FreezeThaw,504,3,0,0,95.1,-0.02,0.77,1.45,1.7,114.550799,6.34744,5.037799,4.453727,2.4836567,0.929865251,NA,NA,NA,NA,NA,NA,0.15505403,0.07058203,0.08095703,0.19156603,0.20364703,0.17634103,0.18673403,0.367286
sa19601.14-step3,sa19601.14,HydStab,0.0125,FreezeThaw,504,3,0,0,95.06,-0.02,0.78,1.47,2.2,118.094974,6.412169,4.935098,4.431168,2.5135304,0.922127563,NA,NA,NA,NA,NA,NA,0.18172421,0.08137021,0.09100821,0.22296121,0.23507521,0.19999021,0.21140521,0.4274752
sa19601.17-step3,sa19601.17,HydStab,0.0125,HotQUV,504,3,1.55,110.0484,95.09,-0.87,3.18,5.35,1.8,88.577455,47.976803,42.313494,36.897663,14.7409499,7.924958465,0.167871101,0.3945645,0.3536386,0.3068071,0.12060525,0.06909574,0.30940408,0.12686708,0.12861108,0.31530108,0.31069508,0.25926308,0.27932908,0.5329741
sa19601.18-step3,sa19601.18,HydStab,0.0125,HotQUV,504,3,1.55,110.0484,95.1,-0.87,3.16,5.32,1.9,86.480191,47.322958,42.111199,36.330984,14.7284424,7.91688805,0.134034989,0.3880659,0.3517912,0.3014909,0.11982299,0.06841645,0.36579903,0.14611703,0.14900803,0.36586203,0.35277503,0.28902203,0.31007003,0.575996
sa19601.19-step3,sa19601.19,HydStab,0.0125,HotQUV,504,3,1.55,110.0484,95.1,-0.89,3.3,5.56,1.5,90.559322,49.065973,43.087589,37.334901,15.1005056,8.136451482,0.057366442,0.3981404,0.3561877,0.3061815,0.11940937,0.06819254,0.31826715,0.12845115,0.13079315,0.31885615,0.31426715,0.26292515,0.28084215,0.5280511
sa19601.20-step3,sa19601.20,HydStab,0.0125,HotQUV,504,3,1.55,110.0484,95.07,-0.89,3.29,5.55,1.2,90.48528,48.968194,42.984655,37.257645,14.9901654,8.116246666,0.178488347,0.4032708,0.3588868,0.3099534,0.12249286,0.07067565,0.27358874,0.11581074,0.11869274,0.28500874,0.28516874,0.24381874,0.26188874,0.4948747
sa19601.21-step3,sa19601.21,HydStab,0.0125,HotQUV,504,3,1.55,110.0484,95.07,-0.85,3.13,5.27,1.8,89.048656,47.736095,42.32489,36.553892,14.5125543,7.825145663,0.162966365,0.3917952,0.3534581,0.3038842,0.11832604,0.06807235,0.37605218,0.14577718,0.15101418,0.36810518,0.35398518,0.28878318,0.30921418,0.5730912
sa19601.24-step3,sa19601.24,HydStab,0.0125,CyclicQUV,504,3,1.55,73.3656,95.06,-0.55,2.06,3.49,3.3,66.715141,31.757536,28.421197,24.891262,9.5688548,4.984854109,-0.037275185,0.2482065,0.2281843,0.1989115,0.07371591,0.04216566,0.40432222,0.14862922,0.18159422,0.43573522,0.39065922,0.29702922,0.33922322,0.6616842
sa19601.25-step3,sa19601.25,HydStab,0.0125,CyclicQUV,504,3,1.55,73.3656,95.05,-0.56,2.12,3.59,2.6,60.486199,31.429452,28.220814,24.871565,9.6742486,5.130295649,-0.206662168,0.2386459,0.2210604,0.1930889,0.07045981,0.04114663,0.43602606,0.15505806,0.19334106,0.46686806,0.41231606,0.30942406,0.35316806,0.6657681
sa19601.26-step3,sa19601.26,HydStab,0.0125,CyclicQUV,504,3,1.55,73.3656,95.07,-0.58,2.16,3.65,2.1,65.662786,33.309344,29.939801,26.183311,10.0020698,5.266201232,-0.045241095,0.2606337,0.2408286,0.2090945,0.07698293,0.04468498,0.49399083,0.17012283,0.21202983,0.52355983,0.45217983,0.33269283,0.37775583,0.7052158
sa19601.27-step3,sa19601.27,HydStab,0.0125,CyclicQUV,504,3,1.55,73.3656,94.98,-0.61,2.28,3.86,3.9,71.52127,34.684348,31.172089,27.169466,10.6248936,5.661424763,0.019791602,0.2748684,0.2539078,0.2197003,0.08344897,0.04849631,0.48735297,0.16858297,0.20903196,0.52016496,0.44931596,0.32984597,0.37681396,0.707823
sa19601.28-step3,sa19601.28,HydStab,0.0125,CyclicQUV,504,3,1.55,73.3656,94.99,-0.59,2.18,3.69,2.1,68.266887,34.273321,30.635428,26.700899,10.1849179,5.380130239,-0.016142918,0.2685325,0.2469445,0.213802,0.07889881,0.04584235,0.52478373,0.17788772,0.21902072,0.55429772,0.46685172,0.33738573,0.38364873,0.7241017
sa19601.04-step4,sa19601.04,HydStab,0.0125,DampHeat,672,4,0,0,95.07,-0.02,0.82,1.54,2.8,97.9131,7.24592,5.601819,5.139111,2.6269013,0.973072665,NA,NA,NA,NA,NA,NA,0.25222364,0.09921764,0.11359464,0.31138664,0.31555564,0.25451764,0.27143064,0.6241026
sa19601.05-step4,sa19601.05,HydStab,0.0125,DampHeat,672,4,0,0,94.97,-0.02,0.86,1.62,3.5,111.236836,7.647705,6.026553,5.415845,2.8174455,1.115899131,NA,NA,NA,NA,NA,NA,0.28017623,0.10764123,0.12457723,0.34157023,0.34424723,0.27005723,0.28905923,0.6609392
sa19601.06-step4,sa19601.06,HydStab,0.0125,DampHeat,672,4,0,0,95,-0.01,0.84,1.59,3.3,99.800278,7.199308,5.703078,5.166063,2.6229344,0.969044097,NA,NA,NA,NA,NA,NA,0.28329137,0.10983837,0.12695337,0.34552437,0.34909537,0.27573537,0.29392537,0.6704344
sa19601.07-step4,sa19601.07,HydStab,0.0125,DampHeat,672,4,0,0,95.04,-0.02,0.84,1.58,2.9,105.621303,7.349935,5.714,5.149895,2.6541807,1.006971133,NA,NA,NA,NA,NA,NA,0.27169268,0.10570768,0.12208568,0.33299468,0.33682868,0.26649368,0.28628568,0.6549577
sa19601.11-step4,sa19601.11,HydStab,0.0125,FreezeThaw,672,4,0,0,94.99,0.02,0.81,1.54,1.8,117.537439,7.058886,5.482444,4.953018,2.7209683,1.000069591,NA,NA,NA,NA,NA,NA,0.4274497,0.1493037,0.1729847,0.4810647,0.4664407,0.3359817,0.3612187,0.7685847
sa19601.12-step4,sa19601.12,HydStab,0.0125,FreezeThaw,672,4,0,0,95.05,0.02,0.8,1.53,2.1,114.209803,6.842072,5.338632,4.800757,2.6293171,0.929889225,NA,NA,NA,NA,NA,NA,0.445344,0.155447,0.176406,0.496124,0.474165,0.336279,0.363642,0.774911
sa19601.13-step4,sa19601.13,HydStab,0.0125,FreezeThaw,672,4,0,0,95.01,0.01,0.79,1.51,2.3,114.607854,6.957759,5.352011,4.850178,2.6384366,0.943601129,NA,NA,NA,NA,NA,NA,0.43657401,0.15363401,0.17545401,0.48681901,0.46998801,0.33477501,0.36240301,0.767549
sa19601.14-step4,sa19601.14,HydStab,0.0125,FreezeThaw,672,4,0,0,95.05,0.01,0.81,1.55,2.3,116.648275,7.049602,5.473565,4.94422,2.6968338,0.967314406,NA,NA,NA,NA,NA,NA,0.38254392,0.13843092,0.15904792,0.43762892,0.42770392,0.31612592,0.34145992,0.7371119
sa19601.18-step4,sa19601.18,HydStab,0.0125,HotQUV,672,4,1.55,146.7312,94.89,-1.02,4.03,6.83,2.1,72.574289,48.405116,43.607957,38.437386,16.8450857,9.345916557,0.005754974,0.2984245,0.2740441,0.2404737,0.10429255,0.06105143,0.42256747,0.15795547,0.15248347,0.38414747,0.35928447,0.29740247,0.31284147,0.5534405
sa19601.19-step4,sa19601.19,HydStab,0.0125,HotQUV,672,4,1.55,146.7312,94.91,-1.02,4.07,6.9,1.8,88.483081,54.166693,48.074445,41.709194,17.9828998,9.626846033,0.028874866,0.3333676,0.3011271,0.2594477,0.10920107,0.06130172,0.21046237,0.08748437,0.08460937,0.20322237,0.20800237,0.18854637,0.20218937,0.3797564
sa19601.20-step4,sa19601.20,HydStab,0.0125,HotQUV,672,4,1.55,146.7312,94.88,-1.04,4.19,7.1,1.2,94.387636,56.411104,49.481954,43.065171,18.5197991,10.03594812,0.16046153,0.3531779,0.3134453,0.2720444,0.11592474,0.06608985,0.39730879,0.15206379,0.14616479,0.37697279,0.35699679,0.29658879,0.31264979,0.5623388
sa19601.21-step4,sa19601.21,HydStab,0.0125,HotQUV,672,4,1.55,146.7312,94.92,-1.03,3.99,6.74,1.9,93.711523,55.293978,48.667697,42.274383,18.0006896,9.667920916,0.154003063,0.3453547,0.3083209,0.2668993,0.11251681,0.06361311,0.18939064,0.08210864,0.08147164,0.19584564,0.20391864,0.18724764,0.19918464,0.3741966
sa19601.25-step4,sa19601.25,HydStab,0.0125,CyclicQUV,672,4,1.55,97.8208,94.97,-0.67,2.46,4.17,2.6,74.139259,37.659547,34.115574,29.819762,12.0375655,6.39495832,-0.061948521,0.2214437,0.2059691,0.1785395,0.06895129,0.03947888,0.22181499,0.08338799,0.10516799,0.24385199,0.23708199,0.20237799,0.22533299,0.464881
sa19601.26-step4,sa19601.26,HydStab,0.0125,CyclicQUV,672,4,1.55,97.8208,95.14,-0.65,2.37,3.99,2.7,63.783901,34.565833,31.345592,27.777667,11.3863802,6.017615277,-0.046735769,0.2040385,0.1902022,0.1676867,0.06717153,0.03863475,0.20418615,0.07900015,0.09863715,0.22598215,0.22354615,0.19224315,0.21345815,0.4416862
sa19601.28-step4,sa19601.28,HydStab,0.0125,CyclicQUV,672,4,1.55,97.8208,94.96,-0.69,2.55,4.32,3.1,62.793328,35.748314,32.458636,28.841037,11.8744497,6.363018613,-0.049410494,0.2114517,0.1976338,0.1749369,0.07068858,0.04108033,0.25078043,0.09410143,0.11575243,0.26318143,0.25265443,0.21119343,0.23776743,0.4667524
sa19601.27-step4,sa19601.27,HydStab,0.0125,CyclicQUV,672,4,1.55,97.8208,94.9,-0.72,2.63,4.44,3.5,65.196162,36.295572,33.123838,29.408885,12.2034643,6.490709609,-0.028263067,0.2171321,0.2037323,0.1800373,0.07334498,0.04202396,0.2660017,0.1047817,0.1276647,0.2891217,0.2712087,0.2210517,0.2474907,0.4814097
sa19601.05-step5,sa19601.05,HydStab,0.0125,DampHeat,840,5,0,0,94.98,-0.02,0.87,1.64,3.6,113.710789,8.44448,6.640102,5.813161,2.9674499,1.15844417,NA,NA,NA,NA,NA,NA,0.38109002,0.13620602,0.16049301,0.43911101,0.42885401,0.31427202,0.34277201,0.756101
sa19601.06-step5,sa19601.06,HydStab,0.0125,DampHeat,840,5,0,0,95,-0.01,0.87,1.64,3.5,114.244144,8.315119,6.439239,5.684536,2.9242829,1.158031579,NA,NA,NA,NA,NA,NA,0.33979705,0.12766004,0.14651605,0.40008004,0.39620504,0.29822404,0.31891004,0.709821
sa19601.07-step5,sa19601.07,HydStab,0.0125,DampHeat,840,5,0,0,94.99,-0.03,0.88,1.65,2.8,110.294127,8.34147,6.479885,5.609384,2.8803565,1.101941421,NA,NA,NA,NA,NA,NA,0.35237916,0.13025616,0.15016816,0.40966716,0.40338016,0.30111816,0.32277016,0.7140952
sa19601.19-step5,sa19601.19,HydStab,0.0125,HotQUV,840,5,1.55,183.414,94.77,-1.06,4.26,7.23,2,90.126843,55.262379,49.008369,42.996974,18.6715384,10.24626456,0.032061927,0.2726679,0.2459936,0.2145794,0.09111541,0.05241853,0.13041513,0.06078713,0.05586413,0.13774313,0.14748613,0.13773613,0.15437213,0.2946441
sa19601.20-step5,sa19601.20,HydStab,0.0125,HotQUV,840,5,1.55,183.414,94.83,-1.07,4.27,7.24,1.5,81.112353,54.227044,47.953898,42.165276,18.8419956,10.46682891,0.05599044,0.2706345,0.2424251,0.2127292,0.09449646,0.05522111,0.1480485,0.0674345,0.0614695,0.1528205,0.1643285,0.1524115,0.1698395,0.3240655
sa19601.21-step5,sa19601.21,HydStab,0.0125,HotQUV,840,5,1.55,183.414,94.79,-1.15,4.63,7.84,1.2,94.387457,56.711623,50.093939,43.44341,18.6396877,10.23230116,0.126887741,0.284013,0.2544328,0.2198932,0.09349736,0.05396757,0.16660288,0.07493888,0.07099988,0.17554988,0.18983488,0.17937988,0.19462188,0.3707959
sa19601.26-step5,sa19601.26,HydStab,0.0125,CyclicQUV,840,5,1.55,122.276,94.01,-0.87,3.13,5.3,8.8,56.271571,30.669037,28.540384,26.120864,12.7260947,7.172456964,-0.078346938,0.1419849,0.1368674,0.1251162,0.06104154,0.03720417,0.08273428,0.03425928,0.04247028,0.10054728,0.10620028,0.09664528,0.11021628,0.2437213
sa19601.27-step5,sa19601.27,HydStab,0.0125,CyclicQUV,840,5,1.55,122.276,94,-0.87,3.23,5.5,9.2,57.100583,31.734797,29.494341,27.055307,13.2424495,7.393161426,-0.066748737,0.1488396,0.1431973,0.1311978,0.06434068,0.03853947,0.08241715,0.03518915,0.04176315,0.09960415,0.10525415,0.09518215,0.10913715,0.2444492
sa19601.28-step5,sa19601.28,HydStab,0.0125,CyclicQUV,840,5,1.55,122.276,93.89,-0.88,3.35,5.72,9,57.813148,32.182802,29.948746,27.397856,13.4211485,7.555527531,-0.066681068,0.1497217,0.1444228,0.1320811,0.06498369,0.039366,0.0707144,0.0312014,0.0372074,0.0878284,0.0939434,0.0871074,0.0998254,0.2243554
sa19601.21-step6,sa19601.21,HydStab,0.0125,HotQUV,1008,6,1.55,220.0968,94.6,-1.26,5.28,8.98,2,97.963471,61.717258,54.126015,47.212853,21.126647,11.96565631,0.121987248,0.2594204,0.2303469,0.2003706,0.08921385,0.0528484,0.41216577,0.15697377,0.140846773,0.36606577,0.35817277,0.30287977,0.31804677,0.5699648
sa19601.28-step6,sa19601.28,HydStab,0.0125,CyclicQUV,1008,6,1.55,146.7312,91.79,-1.01,4.29,7.51,21.8,56.989563,32.349747,30.39537,28.398047,15.6115143,9.032785132,-0.059309477,0.1255266,0.1223815,0.1146119,0.0641049,0.03951685,0.13779348,0.05019749,0.06119749,0.15558948,0.14463249,0.11856348,0.12631249,0.2801945
sa19603.00-step0,sa19603.00,Unstab,0.0075,Baseline,0,0,NA,NA,95.9,-0.06,0.09,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sa19603.01-step0,sa19603.01,Unstab,0.0075,DampHeat,0,0,0,0,95.77,-0.05,0.16,0.26,0.7,191.421839,3.983921,2.767227,2.181735,0.9192707,0.048536744,NA,NA,NA,NA,NA,NA,0.31007462,0.12267762,0.14510862,0.34775962,0.34514162,0.26100762,0.27920762,0.5304336
sa19603.02-step0,sa19603.02,Unstab,0.0075,DampHeat,0,0,0,0,95.77,-0.05,0.15,0.23,0.5,197.594022,3.807277,2.462322,2.060797,0.7923671,-0.029379267,NA,NA,NA,NA,NA,NA,0.61013391,0.19028091,0.22578091,0.66511091,0.61402991,0.40554791,0.43596091,0.9366959
sa19603.03-step0,sa19603.03,Unstab,0.0075,DampHeat,0,0,0,0,95.79,-0.05,0.15,0.22,0.5,194.44067,3.955309,2.440824,2.058183,0.8242304,-0.08769377,NA,NA,NA,NA,NA,NA,0.63494393,0.19494993,0.23044193,0.68511993,0.62840493,0.41034793,0.44078993,0.9465499
sa19603.04-step0,sa19603.04,Unstab,0.0075,DampHeat,0,0,0,0,95.75,-0.05,0.17,0.26,0.5,199.568587,4.053765,2.700257,2.223009,0.9953029,0.030005735,NA,NA,NA,NA,NA,NA,0.65408865,0.19803765,0.23495765,0.70298265,0.64315165,0.41686065,0.44811565,0.9635357
sa19603.05-step0,sa19603.05,Unstab,0.0075,DampHeat,0,0,0,0,95.73,-0.04,0.14,0.22,0.7,200.095192,3.838366,2.453022,2.138228,0.8507452,0.034202274,NA,NA,NA,NA,NA,NA,0.54198674,0.13945074,0.19571274,0.56199474,0.56359074,0.40044274,0.45942074,0.8771207
sa19603.06-step0,sa19603.06,Unstab,0.0075,DampHeat,0,0,0,0,95.77,-0.04,0.13,0.19,1,196.745351,4.040185,2.646196,2.163002,0.8603523,-0.034819606,NA,NA,NA,NA,NA,NA,0.48291795,0.16663995,0.19527995,0.53840595,0.51646195,0.36069495,0.38673295,0.832384
sa19603.07-step0,sa19603.07,Unstab,0.0075,DampHeat,0,0,0,0,95.74,-0.05,0.16,0.25,0.5,198.639163,4.048379,2.760482,2.263005,0.9719486,0.055540021,NA,NA,NA,NA,NA,NA,0.45623573,0.16054273,0.18895673,0.50637473,0.48818573,0.34749173,0.37017973,0.7753787
sa19603.08-step0,sa19603.08,Unstab,0.0075,FreezeThaw,0,0,0,0,95.76,-0.05,0.15,0.23,0.7,198.060201,3.976112,2.592931,2.134515,0.868605,-0.041849506,NA,NA,NA,NA,NA,NA,0.62337363,0.19371363,0.22656163,0.67547063,0.62240763,0.41025163,0.43466963,0.9343506
sa19603.09-step0,sa19603.09,Unstab,0.0075,FreezeThaw,0,0,0,0,95.71,-0.04,0.17,0.28,0.5,183.693481,4.257818,3.005435,2.397952,1.0372068,0.090641374,NA,NA,NA,NA,NA,NA,0.52911005,0.17758405,0.20791505,0.58649705,0.55478705,0.37914405,0.40623305,0.8693371
sa19603.10-step0,sa19603.10,Unstab,0.0075,FreezeThaw,0,0,0,0,95.75,-0.05,0.17,0.27,0.5,183.04139,4.273128,2.747346,2.372274,1.0390691,0.040880963,NA,NA,NA,NA,NA,NA,0.52270067,0.17430267,0.20539467,0.57744667,0.54734967,0.37678267,0.40457367,0.8641017
sa19603.11-step0,sa19603.11,Unstab,0.0075,FreezeThaw,0,0,0,0,95.71,-0.05,0.19,0.3,0.5,183.451353,4.208553,2.802568,2.32187,0.9946671,0.028219012,NA,NA,NA,NA,NA,NA,0.40795814,0.15173414,0.17630014,0.46187214,0.45025214,0.32700014,0.35003414,0.7265771
sa19603.12-step0,sa19603.12,Unstab,0.0075,FreezeThaw,0,0,0,0,95.73,-0.05,0.15,0.23,0.5,197.651944,4.138866,2.783538,2.322318,0.9738468,0.030096138,NA,NA,NA,NA,NA,NA,0.36291963,0.14147963,0.16502863,0.41470463,0.40885863,0.30546163,0.32526863,0.6591236
sa19603.13-step0,sa19603.13,Unstab,0.0075,FreezeThaw,0,0,0,0,95.69,-0.05,0.21,0.34,0.6,189.414406,4.191055,2.897924,2.361043,1.032744,0.092634148,NA,NA,NA,NA,NA,NA,0.60669805,0.19226905,0.22616605,0.65651205,0.60891705,0.40464905,0.42833305,0.9106511
sa19603.14-step0,sa19603.14,Unstab,0.0075,FreezeThaw,0,0,0,0,95.76,-0.06,0.14,0.21,0.4,184.329595,3.89858,2.612923,2.121822,0.8960469,-0.009810595,NA,NA,NA,NA,NA,NA,0.52911897,0.17802197,0.20770297,0.58201597,0.55120397,0.37793197,0.40372097,0.852137
sa19603.15-step0,sa19603.15,Unstab,0.0075,HotQUV,0,0,1.55,0,95.75,-0.05,0.16,0.24,0.5,186.665691,4.221036,2.746481,2.265243,0.9107906,0.031278447,NA,NA,NA,NA,NA,NA,0.55120764,0.18178764,0.21496365,0.60121464,0.56680065,0.38571265,0.41190164,0.8618806
sa19603.16-step0,sa19603.16,Unstab,0.0075,HotQUV,0,0,1.55,0,95.36,-0.04,0.15,0.24,0.5,180.703773,4.151024,2.795649,2.267566,0.9212674,-0.012628894,NA,NA,NA,NA,NA,NA,0.47166519,0.16530119,0.19315819,0.52747319,0.50665819,0.35679819,0.38116619,0.8109142
sa19603.17-step0,sa19603.17,Unstab,0.0075,HotQUV,0,0,1.55,0,95.39,-0.05,0.15,0.24,0.5,189.431378,4.086147,2.586887,2.211993,0.8855347,-0.037961253,NA,NA,NA,NA,NA,NA,0.4621482,0.1622302,0.1903232,0.5163632,0.4981612,0.3524072,0.3775602,0.7983562
sa19603.18-step0,sa19603.18,Unstab,0.0075,HotQUV,0,0,1.55,0,95.75,-0.05,0.15,0.23,0.5,176.776849,4.424339,3.04692,2.531155,1.1222043,0.153111777,NA,NA,NA,NA,NA,NA,0.48914565,0.16808165,0.19670665,0.54250065,0.51970665,0.36184665,0.38738065,0.8247566
sa19603.19-step0,sa19603.19,Unstab,0.0075,HotQUV,0,0,1.55,0,95.76,-0.04,0.15,0.23,0.6,183.515134,4.354089,2.980466,2.470633,1.1327264,0.134666937,NA,NA,NA,NA,NA,NA,0.52552947,0.17665647,0.20716247,0.58291647,0.55133447,0.37755947,0.40489447,0.8572425
sa19603.20-step0,sa19603.20,Unstab,0.0075,HotQUV,0,0,1.55,0,95.71,-0.05,0.18,0.28,0.6,181.874462,4.489439,2.993777,2.535323,1.1919961,0.189573729,NA,NA,NA,NA,NA,NA,0.43880083,0.15731583,0.18362983,0.49572483,0.48098883,0.34311283,0.36782283,0.7819288
sa19603.21-step0,sa19603.21,Unstab,0.0075,HotQUV,0,0,1.55,0,95.77,-0.05,0.13,0.19,0.6,198.391131,4.201934,2.759888,2.282995,1.0183333,0.119931854,NA,NA,NA,NA,NA,NA,0.71375118,0.16049618,0.22166118,0.69626318,0.67832618,0.45123818,0.51610118,0.9943882
sa19603.22-step0,sa19603.22,Unstab,0.0075,CyclicQUV,0,0,1.55,0,95.76,-0.06,0.14,0.2,0.4,182.905269,4.349088,3.158554,2.496023,1.1747619,0.253522437,NA,NA,NA,NA,NA,NA,0.66891518,0.15717818,0.21762218,0.66634018,0.65352618,0.43942018,0.50426518,0.9766092
sa19603.23-step0,sa19603.23,Unstab,0.0075,CyclicQUV,0,0,1.55,0,95.7,-0.05,0.19,0.31,0.4,197.748398,4.264037,2.828953,2.405496,1.1470557,0.2546977,NA,NA,NA,NA,NA,NA,0.72667799,0.16054899,0.22251199,0.70471999,0.68506499,0.45211799,0.51967099,1.004793
sa19603.24-step0,sa19603.24,Unstab,0.0075,CyclicQUV,0,0,1.55,0,95.69,-0.05,0.21,0.35,0.7,196.861026,4.006222,2.717938,2.260296,0.9966628,0.144807567,NA,NA,NA,NA,NA,NA,0.72269895,0.16094595,0.22291795,0.70299195,0.68210895,0.45103795,0.51936095,1.006905
sa19603.25-step0,sa19603.25,Unstab,0.0075,CyclicQUV,0,0,1.55,0,95.7,-0.06,0.17,0.26,0.7,190.985055,4.219776,2.714528,2.333722,1.0474553,0.201993347,NA,NA,NA,NA,NA,NA,0.74347873,0.16610573,0.22652673,0.72255773,0.69684673,0.45837173,0.52394672,1.0023517
sa19603.26-step0,sa19603.26,Unstab,0.0075,CyclicQUV,0,0,1.55,0,95.72,-0.05,0.19,0.3,0.5,193.635656,4.309467,2.863206,2.409596,1.109348,0.232340246,NA,NA,NA,NA,NA,NA,0.72270612,0.16254112,0.22446312,0.70580712,0.68622512,0.45463512,0.51930112,0.9969191
sa19603.27-step0,sa19603.27,Unstab,0.0075,CyclicQUV,0,0,1.55,0,95.8,-0.06,0.15,0.22,0.4,200.283504,3.904338,2.493966,2.201225,0.9620973,0.093367013,NA,NA,NA,NA,NA,NA,0.59387501,0.14870701,0.20653801,0.60684301,0.60051101,0.41766001,0.47500201,0.895794
sa19603.28-step0,sa19603.28,Unstab,0.0075,CyclicQUV,0,0,1.55,0,95.7,-0.05,0.2,0.33,0.5,200.158833,4.11331,2.933748,2.376005,1.1057883,0.25134572,NA,NA,NA,NA,NA,NA,0.70307874,0.16028074,0.22193674,0.69354474,0.67447874,0.45062274,0.51376774,0.9910027
sa19603.29-step0,sa19603.29,Unstab,0.0075,Baseline,0,0,NA,NA,95.78,-0.05,0.15,0.23,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sa19603.01-step1,sa19603.01,Unstab,0.0075,DampHeat,168,1,0,0,95.55,-0.03,0.28,0.5,4.2,178.314381,5.40869,3.717462,3.360766,1.6569551,0.31865057,NA,NA,NA,NA,NA,NA,0.33033159,0.1267346,0.1514956,0.38048659,0.3758646,0.28508059,0.30856459,0.6273196
sa19603.02-step1,sa19603.02,Unstab,0.0075,DampHeat,168,1,0,0,95.52,-0.03,0.28,0.5,4.7,187.178003,4.9591,3.674962,3.021933,1.4045102,0.233024073,NA,NA,NA,NA,NA,NA,0.27647734,0.11110734,0.13240534,0.32599734,0.32710034,0.25434834,0.27571334,0.5633283
sa19603.03-step1,sa19603.03,Unstab,0.0075,DampHeat,168,1,0,0,95.56,-0.03,0.28,0.49,4.7,184.118006,4.675916,3.34662,2.833105,1.2130253,0.099489828,NA,NA,NA,NA,NA,NA,0.32233824,0.12312324,0.14699224,0.37175224,0.36714224,0.27684124,0.29901424,0.6123652
sa19603.04-step1,sa19603.04,Unstab,0.0075,DampHeat,168,1,0,0,95.42,-0.03,0.33,0.59,4.8,186.248799,5.03537,3.504034,3.00257,1.3979235,0.235012077,NA,NA,NA,NA,NA,NA,0.19618572,0.08445972,0.09925672,0.22926572,0.23420872,0.18961672,0.20465272,0.3845837
sa19603.05-step1,sa19603.05,Unstab,0.0075,DampHeat,168,1,0,0,95.53,-0.02,0.27,0.49,4.3,187.426668,4.907427,3.624061,3.149091,1.5149217,0.411814642,NA,NA,NA,NA,NA,NA,0.23769668,0.07388968,0.10830268,0.25930868,0.27450968,0.22615168,0.26154868,0.4517617
sa19603.06-step1,sa19603.06,Unstab,0.0075,DampHeat,168,1,0,0,95.57,-0.03,0.29,0.52,4.5,180.104645,5.108405,3.657018,3.143101,1.5038561,0.334866986,NA,NA,NA,NA,NA,NA,0.18198958,0.07922058,0.09252858,0.21245058,0.21936558,0.17863858,0.19212058,0.3660546
